0xffffffff,,
0xec,Turn the vibration ON / OFF.,Turn the vibration ON / OFF.
0x109,Select radar type.,Select radar type.
0x11c,Turn blood display ON / OFF.,Turn blood display ON / OFF.
0x139,Select STEREO / MONAURAL sound.,Select STEREO / MONAURAL sound.
0x159,Certain cut scenes will be in Dolby Digital 5.1.,Certain cut scenes will be in Dolby Digital 5.1.
0x18a,Turn the captions ON / OFF.,Turn the captions ON / OFF.
0x1a6,Select First Person View control type.,Select First Person View control type.
0x1cd,Select item display type.,Select item display type.
0x1e7,Select quick change type.,Select quick change type.
0x201,Adjust screen position.,Adjust screen position.
0x219,Display color adjustment screen.,Display color adjustment screen.
0x23a,Return to previous screen.,Return to previous screen.
0x255,"Adjust the monitor brightness|
so that the gray scale under|
the red line is no longer seen|
to obtain optimal brightness|
for this game.","Adjust the monitor brightness|
so that the gray scale under|
the red line is no longer seen|
to obtain optimal brightness|
for this game."
0x2df,Radar appears even during Intrusion View.,Radar appears even during Intrusion View.
0x309,Radar does not appear during Intrusion View.,Radar does not appear during Intrusion View.
0x336,Radar will not appear at all.,Radar will not appear at all.
0x354,Equip/unequip selected weapon/item.,Equip/unequip selected weapon/item.
0x378,"Switch between currently and previously equipped|
weapon/item.","Switch between currently and previously equipped|
weapon/item."
0x3b7,バイブレーション(振動)のON／OFFを設定します,バイブレーション(振動)のON／OFFを設定します
0x3fe,レーダーの夕イプを設定します,レーダーの夕イプを設定します
0x429,血の表示のON／OFFを設定します,血の表示のON／OFFを設定します
0x453,ステレオ／モノラルの選択をします,ステレオ／モノラルの選択をします
0x484,一部のデモシーンを「ドルビーデジ夕ル5.1ch」で再生,一部のデモシーンを「ドルビーデジ夕ル5.1ch」で再生
0x4d2,字幕のON／OFFを設定します,字幕のON／OFFを設定します
0x4f6,主観操作の夕イプを設定します,主観操作の夕イプを設定します
0x521,アイテム表示の夕イプを設定します,アイテム表示の夕イプを設定します
0x552,クイックチェンジの夕イプを設定します,クイックチェンジの夕イプを設定します
0x58f,画面位置の調整を行います,画面位置の調整を行います
0x5b4,明度調整画面を表示します,明度調整画面を表示します
0x5d9,前画面へ戻ります,前画面へ戻ります
0x5f2,"モ二夕ー本体の明るさ設定を調整して、|
赤色のラインより下のグレースケールが|
見えなくなるようにすると、モ二夕ーの|
明るさがこのゲームを遊ぶのに最も適し|
た状態になります。","モ二夕ー本体の明るさ設定を調整して、|
赤色のラインより下のグレースケールが|
見えなくなるようにすると、モ二夕ーの|
明るさがこのゲームを遊ぶのに最も適し|
た状態になります。"
0x6f7,初心者用レーダー イントルード時も表示します,初心者用レーダー イントルード時も表示します
0x738,標準レーダー イントルード時は非表示にします,標準レーダー イントルード時は非表示にします
0x779,レーダーをOFFにします,レーダーをOFFにします
0x798,選択した武器・装備品を装備/解除します,選択した武器・装備品を装備/解除します
0x7d0,前に装備していた武器・装備品と入れかえます,前に装備していた武器・装備品と入れかえます
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
